#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,5700,756,756,700,600,56,156,16,19,0
P,5750,756,756,700,700,56,56,16,17,0
P,5800,756,756,800,800,-44,-44,13,13,0
P,5850,756,756,700,700,56,56,17,18,0
P,5900,756,756,700,700,56,56,18,17,0
P,5950,756,756,700,700,56,56,18,18,0
P,6000,756,756,800,700,-44,56,15,17,0
P,6050,756,756,700,800,56,-44,19,14,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,6100,756,756,900,800,-144,-44,12,14,0
P,6150,756,756,700,700,56,56,17,18,0
P,6200,756,756,800,800,-44,-44,16,15,0
P,6250,756,756,600,800,156,-44,18,17,0
P,6300,756,756,700,800,56,-44,17,16,0
P,6350,756,756,700,700,56,56,18,15,0
P,6400,756,756,800,800,-44,-44,16,15,0
P,6450,756,756,800,800,-44,-44,14,15,0
P,6500,756,756,800,800,-44,-44,14,17,0
P,6550,756,756,800,800,-44,-44,16,16,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,6600,756,756,800,700,-44,56,14,18,0
P,6650,756,756,700,800,56,-44,17,15,0
P,6700,756,756,800,700,-44,56,14,16,0
P,6750,756,756,700,800,56,-44,17,13,0
P,6800,756,756,800,800,-44,-44,17,15,0
P,6850,756,756,800,800,-44,-44,15,15,0
P,6900,756,756,700,700,56,56,18,18,0
P,6950,756,756,800,800,-44,-44,14,16,0
P,7000,756,756,800,800,-44,-44,15,17,0
P,7050,756,756,800,900,-44,-144,16,12,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,7100,756,756,800,800,-44,-44,13,13,0
P,7150,756,756,700,700,56,56,17,18,0
P,7200,756,756,700,800,56,-44,18,15,0
P,7250,756,756,800,700,-44,56,15,18,0
P,7300,756,756,800,800,-44,-44,15,15,0
P,7350,756,756,800,800,-44,-44,15,16,0
P,7400,756,756,700,800,56,-44,16,14,0
P,7450,756,756,800,700,-44,56,15,18,0
P,7500,756,756,700,700,56,56,16,17,0
P,7550,756,756,800,800,-44,-44,16,17,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,7600,756,756,800,800,-44,-44,15,15,0
P,7650,756,756,700,800,56,-44,15,14,0
P,7700,756,756,800,700,-44,56,14,16,0
P,7750,756,756,700,900,56,-144,16,13,0
P,7800,756,756,600,800,156,-44,18,15,0
P,7850,756,756,700,700,56,56,16,16,0
P,7900,756,756,700,800,56,-44,18,16,0
P,7950,756,756,800,700,-44,56,15,16,0
P,8050,756,756,600,800,156,-44,18,14,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,8100,756,756,700,900,56,-144,16,12,0
P,8150,756,756,700,700,56,56,18,18,0
P,8200,756,756,800,800,-44,-44,14,16,0
P,8250,756,756,700,700,56,56,17,17,0
P,8300,756,756,800,800,-44,-44,15,15,0
P,8350,756,756,800,800,-44,-44,15,14,0
P,8400,756,756,700,800,56,-44,18,16,0
P,8450,756,756,800,800,-44,-44,15,15,0
P,8500,756,756,700,800,56,-44,18,15,0
P,8550,756,756,800,600,-44,156,13,18,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,8600,756,756,700,700,56,56,17,18,0
P,8650,756,756,700,600,56,156,16,18,0
P,8700,756,756,800,900,-44,-144,17,12,0
P,8750,756,756,800,800,-44,-44,17,15,0
P,8800,756,756,700,700,56,56,18,17,0
P,8850,756,756,800,800,-44,-44,15,14,0
P,8900,756,756,700,800,56,-44,16,16,0
P,8950,756,756,800,700,-44,56,14,18,0
P,9000,756,756,800,700,-44,56,16,17,0
P,9050,756,756,700,700,56,56,18,17,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,9100,756,756,700,800,56,-44,17,14,0
P,9150,756,756,700,800,56,-44,17,13,0
P,9200,756,756,800,900,-44,-144,13,10,0
P,9250,756,756,700,800,56,-44,16,15,0
P,9300,756,756,900,700,-144,56,11,18,0
P,9350,756,756,700,700,56,56,17,17,0
P,9450,756,756,700,600,56,156,18,18,0
P,9500,756,756,900,900,-144,-144,12,11,0
P,9550,756,756,800,700,-44,56,17,18,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,9600,756,756,700,800,56,-44,17,14,0
P,9650,756,756,700,700,56,56,18,17,0
P,9700,756,756,800,800,-44,-44,15,15,0
P,9750,756,756,700,700,56,56,18,17,0
P,9800,756,756,800,800,-44,-44,15,13,0
P,9850,756,756,700,800,56,-44,18,12,0
P,10000,756,756,700,700,56,56,16,16,0
P,10050,756,756,800,800,-44,-44,14,15,0
#PID:t,tl,tr,ml,mr,el,er,pl,pr,le
P,10100,756,756,800,800,-44,-44,14,15,0
P,10150,756,756,800,900,-44,-144,15,11,0
